track_name,album,track_number,artist,record_id
Ride away / Tommy O'Flynn / Mother and Father,Tickles and Tunes,33.0,Kathy Reid-Naiman,33
Rig a Jig Jig,A Smooth Road to London Town,3.0,Kathy Reid-Naiman,110
Ring around my Rosy,Spring is Coming,22.0,Kathy Reid-Naiman,404
Ring it in,Sing the Cold Winter Away,26.0,Kathy Reid-Naiman,282
Ring them on the floor (Jimmy Crack Corn),I love to Hear the Sounds,12.0,Kathy Reid-Naiman,295
"Ring, ring, ring your Bells",Sing the Cold Winter Away,12.0,Kathy Reid-Naiman,268
Rock a Bye Baby / Sleep Baby Sleep,A Smooth Road to London Town,21.0,Kathy Reid-Naiman,128
Rock Me Easy,A Smooth Road to London Town,19.0,Kathy Reid-Naiman,126
Rockabye  You ,A Smooth Road to London Town,22.0,Kathy Reid-Naiman,129
Rockin' my Baby,It's a Beautiful Day,7.0,Kathy Reid-Naiman,418
Rockin' my Baby,It's a Beautiful Day,7.0,Kathy Reid-Naiman,484
Roll that Pumpkin Down To Town,When Its Autumn,15.0,Kathy Reid-Naiman,354
"Roly Poly ever so slowly / Wind the Bobbin / Roly Poly in, in, in, -",Tickles and Tunes,5.0,Kathy Reid-Naiman,5
Rum Tum Tiddle,Sing the Cold Winter Away,5.0,Kathy Reid-Naiman,261
Rum Tum Tiddle,Tickles and Tunes,7.0,Kathy Reid-Naiman,7
Sailing Sailing Over the Ocean,A Smooth Road to London Town,10.0,Kathy Reid-Naiman,117
Sailing Sailing Over the Ocean,"Zoom, Zoom Cuddle and Croon",6.0,Kathy Reid-Naiman,234
Sally Go Round the Sun,,10.0,Kathy Reid-Naiman,509
Sally Go Round the Sun,Baby's Boat,10.0,Kathy Reid-Naiman,319
Sally Go Round the Sun,Sally Go Round the Sun,1.0,Kathy Reid-Naiman,179
Sally Go Round the Sun,Timeless Tickles and Tunes,10.0,Kathy Reid-Naiman,464
Sally go round the sun ,Tickles and Tunes,13.0,Kathy Reid-Naiman,13
Santa Claus with his long white beard,Sing the Cold Winter Away,17.0,Kathy Reid-Naiman,273
Sasha,Here We Go Zodeo,9.0,Kathy Reid-Naiman,442
Savez-vous planter des choux?,Savez-vous planter des choux?,,Kathy Reid-Naiman,529
Say Hello To The Morning,Say Hello to the Morning,1.0,Kathy Reid-Naiman,72
See My Fingers,Spring is Coming,23.0,Kathy Reid-Naiman,405
See saw Marjorie Daw / See Saw Sacradown,Say Hello to the Morning,2.0,Kathy Reid-Naiman,73
See the ponies,Tickles and Tunes,18.0,Kathy Reid-Naiman,18
See the Sleeping Bunnies,A Smooth Road to London Town,2.0,Kathy Reid-Naiman,109
Seed in the Ground,Spring is Coming,8.0,Kathy Reid-Naiman,390
Seven Jumps,Here We Go Zodeo,14.0,Kathy Reid-Naiman,447
Shake it to the east,Reaching for the Stars,22.0,Kathy Reid-Naiman,175
Shake That Little Foot Dinah O,Say Hello to the Morning,10.0,Kathy Reid-Naiman,81
Shake Them Simmons Down,Say Hello to the Morning,21.0,Kathy Reid-Naiman,93
Shake your shakers slowly,I love to Hear the Sounds,16.0,Kathy Reid-Naiman,299
"She Didn't Dance, Dance, Dance",A Smooth Road to London Town,8.0,Kathy Reid-Naiman,115
"She Didn't Dance, Dance, Dance","Zoom, Zoom Cuddle and Croon",14.0,Kathy Reid-Naiman,242
She Fell Into The Bathtub / 3 Jolly Gentlemen,Say Hello to the Morning,31.0,Kathy Reid-Naiman,103
Shepherd's Carol,Sing the Cold Winter Away,22.0,Kathy Reid-Naiman,278
Shiloh,I love to Hear the Sounds,24.0,Kathy Reid-Naiman,307
Shoo Fly,Sally Go Round the Sun,28.0,Kathy Reid-Naiman,206
Shoo Fly,"Zoom, Zoom Cuddle and Croon",11.0,Kathy Reid-Naiman,239
Shoofly,Tickles and Tunes,32.0,Kathy Reid-Naiman,32
Simple Gifts,A Smooth Road to London Town,16.0,Kathy Reid-Naiman,123
Skin and Bones,When Its Autumn,11.0,Kathy Reid-Naiman,350
Skip to my Loo ,Tickles and Tunes,16.0,Kathy Reid-Naiman,16
Sleep small baby sleep,Sally Go Round the Moon,15.0,Kathy Reid-Naiman,226
Sleeping Bunnies,Tickles and Tunes,12.0,Kathy Reid-Naiman,12
Sleeping Bunnies,"Zoom, Zoom Cuddle and Croon",9.0,Kathy Reid-Naiman,237
Slowly Garden Snail,"Zoom, Zoom Cuddle and Croon",5.0,Kathy Reid-Naiman,233
Smooth Road To London Town,A Smooth Road to London Town,5.0,Kathy Reid-Naiman,112
Snow Flakes,Sing the Cold Winter Away,1.0,Kathy Reid-Naiman,257
Snow On the Rooftops,,14.0,Kathy Reid-Naiman,513
Snow On the Rooftops,Baby's Boat,14.0,Kathy Reid-Naiman,323
Snow On the Rooftops,Sing the Cold Winter Away,4.0,Kathy Reid-Naiman,260
Snow On the Rooftops,Timeless Tickles and Tunes,14.0,Kathy Reid-Naiman,468
Snowflakes,,15.0,Kathy Reid-Naiman,514
Snowflakes,Baby's Boat,15.0,Kathy Reid-Naiman,324
Snowflakes,Timeless Tickles and Tunes,15.0,Kathy Reid-Naiman,469
Soloman Levi,Here We Go Zodeo,7.0,Kathy Reid-Naiman,440
Soup,I love to Hear the Sounds,22.0,Kathy Reid-Naiman,305
Spring is Coming,,16.0,Kathy Reid-Naiman,515
Spring is Coming,Baby's Boat,16.0,Kathy Reid-Naiman,325
Spring is Coming,Spring is Coming,1.0,Kathy Reid-Naiman,383
Spring is Coming,Timeless Tickles and Tunes,16.0,Kathy Reid-Naiman,470
Springtime Lullabye,Spring is Coming,4.0,Kathy Reid-Naiman,386
Stars Shining #1,Sing the Cold Winter Away,27.0,Kathy Reid-Naiman,283
Stroke The Bunny,It's a Beautiful Day,4.0,Kathy Reid-Naiman,416
Stroke The Bunny,It's a Beautiful Day,4.0,Kathy Reid-Naiman,482
Sugar Lamb,"Zoom, Zoom Cuddle and Croon",16.0,Kathy Reid-Naiman,244
Suppity Sup,Sally Go Round the Sun,32.0,Kathy Reid-Naiman,210
Sweet and Low,It's a Beautiful Day,21.0,Kathy Reid-Naiman,429
Sweet and Low,It's a Beautiful Day,21.0,Kathy Reid-Naiman,495
Sweet Kentucky Babe,On My Way to Dreamland,17.0,Kathy Reid-Naiman,151
Sweetest Little Baby,It's a Beautiful Day,2.0,Kathy Reid-Naiman,414
Sweetest Little Baby,It's a Beautiful Day,2.0,Kathy Reid-Naiman,480
"Swimming, Swimming  in the Swimming Pool",Welcome Summer,8.0,Kathy Reid-Naiman,371
Tall Trees,Baby's Boat,27.0,Kathy Reid-Naiman,336
Tall Trees,Sally Go Round the Moon,8.0,Kathy Reid-Naiman,219
Tape tape tape,Savez-vous planter des choux?,,Kathy Reid-Naiman,540
Ten Galloping Horses,Say Hello to the Morning,5.0,Kathy Reid-Naiman,76
Thanks A Lot,Sally Go Round the Sun,33.0,Kathy Reid-Naiman,211
Thanks A Lot,When Its Autumn,24.0,Kathy Reid-Naiman,363
The Baby Bear Waltz,Sally Go Round the Sun,8.0,Kathy Reid-Naiman,186
The Baby Bear Waltz,Say Hello to the Morning,27.0,Kathy Reid-Naiman,99
The Cold Winds Are Blowing,Reaching for the Stars,11.0,Kathy Reid-Naiman,164
The Cookie Song,It's a Beautiful Day,19.0,Kathy Reid-Naiman,427
The Cookie Song,It's a Beautiful Day,19.0,Kathy Reid-Naiman,493
The Fishing Song,Welcome Summer,6.0,Kathy Reid-Naiman,369
The Gate Swings Open,When Its Autumn,5.0,Kathy Reid-Naiman,344
The Little Cat,Reaching for the Stars,21.0,Kathy Reid-Naiman,174
The Little Mice Go Creeping,"Zoom, Zoom Cuddle and Croon",7.0,Kathy Reid-Naiman,235
The Meeting in the Building,Reaching for the Stars,23.0,Kathy Reid-Naiman,176
The Moon is a Pearl,Sally Go Round the Moon,14.0,Kathy Reid-Naiman,225
The Moon is Round ,"Zoom, Zoom Cuddle and Croon",19.0,Kathy Reid-Naiman,247
The Moon is Round / The Moonman,Say Hello to the Morning,34.0,Kathy Reid-Naiman,106
The Moonman,"Zoom, Zoom Cuddle and Croon",28.0,Kathy Reid-Naiman,256
The Most Glorious Day,,1.0,Kathy Reid-Naiman,500
The Most Glorious Day,Baby's Boat,1.0,Kathy Reid-Naiman,310
The Most Glorious Day,Timeless Tickles and Tunes,1.0,Kathy Reid-Naiman,455
The Pie Song,,19.0,Kathy Reid-Naiman,518
The Pie Song,Baby's Boat,19.0,Kathy Reid-Naiman,328
The Pie Song,Reaching for the Stars,16.0,Kathy Reid-Naiman,169
The Pie Song,Timeless Tickles and Tunes,19.0,Kathy Reid-Naiman,473
The Ponies are Walking,Sally Go Round the Sun,18.0,Kathy Reid-Naiman,196
The Ponies are Walking,Say Hello to the Morning,24.0,Kathy Reid-Naiman,96
The Solstice Song,Sing the Cold Winter Away,24.0,Kathy Reid-Naiman,280
The Swimming Song,Welcome Summer,7.0,Kathy Reid-Naiman,370
The Train Wheels are Rolling,,9.0,Kathy Reid-Naiman,508
The Train Wheels are Rolling,Baby's Boat,9.0,Kathy Reid-Naiman,318
The Train Wheels are Rolling,Say Hello to the Morning,16.0,Kathy Reid-Naiman,88
The Train Wheels are Rolling,Timeless Tickles and Tunes,9.0,Kathy Reid-Naiman,463
The Truck Song,,8.0,Kathy Reid-Naiman,507
The Truck Song,Baby's Boat,8.0,Kathy Reid-Naiman,317
The Truck Song,Timeless Tickles and Tunes,8.0,Kathy Reid-Naiman,462
The Turkey is a funny bird,When Its Autumn,6.0,Kathy Reid-Naiman,345
The Turkey Song,When Its Autumn,7.0,Kathy Reid-Naiman,346
The Wiggly Worm ,Spring is Coming,9.0,Kathy Reid-Naiman,391
There was a Little Boat,Reaching for the Stars,20.0,Kathy Reid-Naiman,173
There Was a Little Mouse/ Mouse and Cheese / Little mice go creeping,Say Hello to the Morning,20.0,Kathy Reid-Naiman,92
There was a Pig Went out to Dig,Sing the Cold Winter Away,15.0,Kathy Reid-Naiman,271
There's a Cobbler down the Street,More Tickles and Tunes,31.0,Kathy Reid-Naiman,67
There's a Spider on the Floor,When Its Autumn,21.0,Kathy Reid-Naiman,360
This Fine Old Woman,Welcome Summer,9.0,Kathy Reid-Naiman,372
This is the Boat,"Zoom, Zoom Cuddle and Croon",17.0,Kathy Reid-Naiman,245
This is the way me father taught me,Sally Go Round the Sun,7.0,Kathy Reid-Naiman,185
"This little boy found an egg,",Say Hello to the Morning,23.0,Kathy Reid-Naiman,95
This Little Cow Eats Grass,Tickles and Tunes,17.0,Kathy Reid-Naiman,17
This little pig had a rub-a-dub-dub / Let's go to the woods,Tickles and Tunes,10.0,Kathy Reid-Naiman,10
Thula,Spring is Coming,30.0,Kathy Reid-Naiman,412
Tideo,More Tickles and Tunes,13.0,Kathy Reid-Naiman,49
Tigers are Sleeping,When Its Autumn,18.0,Kathy Reid-Naiman,357
Time To Put Away ,Tickles and Tunes,26.0,Kathy Reid-Naiman,26
To Market To Market,Tickles and Tunes,11.0,Kathy Reid-Naiman,11
Toboggan Hill,It's a Beautiful Day,17.0,Kathy Reid-Naiman,426
Toboggan Hill,It's a Beautiful Day,17.0,Kathy Reid-Naiman,492
Toe Titley,More Tickles and Tunes,2.0,Kathy Reid-Naiman,38
Toe Tittly,,7.0,Kathy Reid-Naiman,506
Toe Tittly,Baby's Boat,7.0,Kathy Reid-Naiman,316
Toe Tittly,Timeless Tickles and Tunes,7.0,Kathy Reid-Naiman,461
Toe Trip And Go,Say Hello to the Morning,11.0,Kathy Reid-Naiman,82
Tom Thumb,Reaching for the Stars,24.0,Kathy Reid-Naiman,177
Tommy Thumb,Sally Go Round the Sun,10.0,Kathy Reid-Naiman,188
Tommy Thumb is up,Tickles and Tunes,9.0,Kathy Reid-Naiman,9
Tomorrow's Just a Dream Away,Spring is Coming,29.0,Kathy Reid-Naiman,411
Tout la-haut,Ça suffit pour s'amuser,,Kathy Reid-Naiman,549
Train is A'leaving,Say Hello to the Morning,35.0,Kathy Reid-Naiman,107
Trit trot to Boston  ,Tickles and Tunes,19.0,Kathy Reid-Naiman,19
Trot Trot to Grandma's House,It's a Beautiful Day,12 ,Kathy Reid-Naiman,430
Trot Trot to Grandma's House,It's a Beautiful Day,12 ,Kathy Reid-Naiman,496
"Trotte, trotte",Savez-vous planter des choux?,,Kathy Reid-Naiman,535
Truck Song,Reaching for the Stars,6.0,Kathy Reid-Naiman,159
Tumbledown Hill,"Zoom, Zoom Cuddle and Croon",15.0,Kathy Reid-Naiman,243
Turn Around ,On My Way to Dreamland,11.0,Kathy Reid-Naiman,145
"Un bateau, Mamie, Mamie",Savez-vous planter des choux?,,Kathy Reid-Naiman,531
Un jour dans sa cabane,It's a Beautiful Day,6.0,Kathy Reid-Naiman,417
Un jour dans sa cabane,It's a Beautiful Day,6.0,Kathy Reid-Naiman,483
Un jour dans sa cabane-,Ça suffit pour s'amuser,,Kathy Reid-Naiman,545
Un p'tit pouce qui marche,Ça suffit pour s'amuser,,Kathy Reid-Naiman,544
Un singe et un chien,Ça suffit pour s'amuser,,Kathy Reid-Naiman,553
Un éléphant,Savez-vous planter des choux?,,Kathy Reid-Naiman,534
Up and Down the Rocky Road,Sally Go Round the Sun,2.0,Kathy Reid-Naiman,180
Up and Over the Moon!,Sally Go Round the Moon,4.0,Kathy Reid-Naiman,215
Voici un bonhomme de neige,Ça suffit pour s'amuser,,Kathy Reid-Naiman,555
Wahoo Wahoo Wahoo,Welcome Summer,2.0,Kathy Reid-Naiman,365
Walk Daniel ,More Tickles and Tunes,33.0,Kathy Reid-Naiman,68
Walk Horsey Walk,Reaching for the Stars,18.0,Kathy Reid-Naiman,171
Walk Old  Squirrel,When Its Autumn,3.0,Kathy Reid-Naiman,342
Walk Through the Farmyard,Sally Go Round the Sun,24.0,Kathy Reid-Naiman,202
Watch the Stars See How They Run,A Smooth Road to London Town,15.0,Kathy Reid-Naiman,122
Watch the Stars See How They Run,"Zoom, Zoom Cuddle and Croon",22.0,Kathy Reid-Naiman,250
Way Down Yonder in the Brickyard,Here We Go Zodeo,12.0,Kathy Reid-Naiman,445
We can play on our violins,I love to Hear the Sounds,15.0,Kathy Reid-Naiman,298
We're floating down the river,Here We Go Zodeo,13.0,Kathy Reid-Naiman,446
We're Going to the Market,I love to Hear the Sounds,17.0,Kathy Reid-Naiman,300
We're Jumping,,24.0,Kathy Reid-Naiman,523
We're Jumping,Baby's Boat,24.0,Kathy Reid-Naiman,333
We're Jumping,Spring is Coming,21.0,Kathy Reid-Naiman,403
We're Jumping,Timeless Tickles and Tunes,24.0,Kathy Reid-Naiman,478
"We're tapping, ringing, shaking",Reaching for the Stars,7.0,Kathy Reid-Naiman,160
We're walking walking walking,I love to Hear the Sounds,20.0,Kathy Reid-Naiman,303
Wee Baby Moon ,On My Way to Dreamland,18.0,Kathy Reid-Naiman,152
Wee Willie Winkie,I love to Hear the Sounds,23.0,Kathy Reid-Naiman,306
Welcome Here,Sing the Cold Winter Away,25.0,Kathy Reid-Naiman,281
Welcome Summer,,17.0,Kathy Reid-Naiman,516
Welcome Summer,Baby's Boat,17.0,Kathy Reid-Naiman,326
Welcome Summer,Timeless Tickles and Tunes,17.0,Kathy Reid-Naiman,471
Welcome Summer,Welcome Summer,1.0,Kathy Reid-Naiman,364
What are you Wearing,Say Hello to the Morning,3.0,Kathy Reid-Naiman,74
What Do You Suppose?/ Bee Freeze ,Spring is Coming,24.0,Kathy Reid-Naiman,406
What will we Do,,21.0,Kathy Reid-Naiman,520
What will we Do,Baby's Boat,21.0,Kathy Reid-Naiman,330
What will we Do,Timeless Tickles and Tunes,21.0,Kathy Reid-Naiman,475
When Its Autumn,When Its Autumn,1.0,Kathy Reid-Naiman,340
When the day is over and the sun goes down,Sally Go Round the Moon,3.0,Kathy Reid-Naiman,214
When The Rain Comes Down,Tickles and Tunes,22.0,Kathy Reid-Naiman,22
When You're one,I love to Hear the Sounds,8.0,Kathy Reid-Naiman,291
When you're One,Tickles and Tunes,25.0,Kathy Reid-Naiman,25
Where are the Froggies?,Spring is Coming,13.0,Kathy Reid-Naiman,395
Where are the Stars,Sally Go Round the Moon,11.0,Kathy Reid-Naiman,222
Who's That Sitting There,More Tickles and Tunes,7.0,Kathy Reid-Naiman,43
Wibbleton to Wobbleton/ Trumpety Trumpety trump,More Tickles and Tunes,16.0,Kathy Reid-Naiman,52
Wiggle Your Fingers ,It's a Beautiful Day,5 ,Kathy Reid-Naiman,433
Wiggle Your Fingers ,It's a Beautiful Day,5 ,Kathy Reid-Naiman,499
Wild Bee,Welcome Summer,13.0,Kathy Reid-Naiman,376
With a Tick and a Tock / My Grandfather Clock,Reaching for the Stars,17.0,Kathy Reid-Naiman,170
With a Tick and a Tock / My Grandfather Clock,"Zoom, Zoom Cuddle and Croon",13.0,Kathy Reid-Naiman,241
Wobbi-Do-Wop,More Tickles and Tunes,34.0,Kathy Reid-Naiman,69
Won't You Plant Your Seeds With Care,Say Hello to the Morning,8.0,Kathy Reid-Naiman,79
X Marks the Spot,More Tickles and Tunes,12.0,Kathy Reid-Naiman,48
Yo te amo ,Sally Go Round the Moon,7.0,Kathy Reid-Naiman,218
You Are My Sunshine,Sally Go Round the Moon,5.0,Kathy Reid-Naiman,216
You Can Shake,It's a Beautiful Day,14.0,Kathy Reid-Naiman,423
You Can Shake,It's a Beautiful Day,14.0,Kathy Reid-Naiman,489
"Zoom, Zoom, Zoom",A Smooth Road to London Town,14.0,Kathy Reid-Naiman,121
"Zoom, Zoom, Zoom",Say Hello to the Morning,33.0,Kathy Reid-Naiman,105
"Zoom, Zoom, Zoom","Zoom, Zoom Cuddle and Croon",8.0,Kathy Reid-Naiman,236
