song_id|song_name|theme|suggested_cu_id|subject|lesson_topic|relevance|teacher_rationale
68|Walk Daniel|Cultural & Folk, Dance & Movement, Water & Sea|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The call-and-response structure of this folk song requires children to listen and follow specific movement directions at the right time, building spatial awareness and direction-following skills in a group setting.
253|Babushka Baio|Cultural & Folk, Family|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
253|Babushka Baio|Cultural & Folk, Family|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
253|Babushka Baio|Cultural & Folk, Family|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
253|Babushka Baio|Cultural & Folk, Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|This family-themed song celebrates the important people in children's lives. Singing about families helps children recognize that all families are unique and worthy of respect. Use during community-building circles - invite children to share something special about their family after singing.
253|Babushka Baio|Cultural & Folk, Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Family songs naturally lead to discussions about how family members work together, share, and resolve conflicts. Teachers can connect these discussions to classroom cooperation skills, helping children transfer prosocial behaviors from home to school.
524|J'aime la galette|Cultural & Folk, Food & Cooking|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
524|J'aime la galette|Cultural & Folk, Food & Cooking|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
524|J'aime la galette|Cultural & Folk, Food & Cooking|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
524|J'aime la galette|Cultural & Folk, Food & Cooking|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
524|J'aime la galette|Cultural & Folk, Food & Cooking|216|Fine Motor Skills|Using tools: glue, scissors, rulers (Gr 1-2)|secondary|This food-themed folk song can be extended into a fine motor craft activity where children cut, glue, and assemble food-related art projects. The song's theme naturally connects to hands-on making activities that build tool-use skills.
14|All around the Kitchen|Cultural & Folk, Food & Cooking, Water & Sea|216|Fine Motor Skills|Using tools: glue, scissors, rulers (Gr 1-2)|secondary|This food-themed folk song can be extended into a fine motor craft activity where children cut, glue, and assemble food-related art projects. The song's theme naturally connects to hands-on making activities that build tool-use skills.
362|Clap When the Spirit Says Clap|Cultural & Folk, Music & Instruments|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|This folk song has a strong rhythmic beat that invites clapping, stepping, and whole-body movement. Children practice moving to a steady beat and coordinating their movements with the music. Use as a movement break during transitions or as part of a music and movement session.
362|Clap When the Spirit Says Clap|Cultural & Folk, Music & Instruments|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The call-and-response structure of this folk song requires children to listen and follow specific movement directions at the right time, building spatial awareness and direction-following skills in a group setting.
425|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
425|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
425|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
425|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
491|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
491|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
491|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
491|A Chubby Little Snowman/ Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
555|Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
555|Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
555|Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
555|Voici un bonhomme de neige|Cultural & Folk, Seasons & Weather|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
531|Un bateau, Mamie, Mamie|Cultural & Folk, Water & Sea|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
531|Un bateau, Mamie, Mamie|Cultural & Folk, Water & Sea|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
531|Un bateau, Mamie, Mamie|Cultural & Folk, Water & Sea|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
531|Un bateau, Mamie, Mamie|Cultural & Folk, Water & Sea|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
183|Dance to your Daddy|Dance & Movement, Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
183|Dance to your Daddy|Dance & Movement, Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
183|Dance to your Daddy|Dance & Movement, Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
71|Bye Baby Bye|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|primary|"This goodbye/lullaby song is perfect for signaling the end of an activity. The gentle melody and repetition of ""bye"" creates a predictable transition cue. Use to mark the end of play time or the transition from a parent-dropoff to the school day, especially for children who find transitions challenging."
71|Bye Baby Bye|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|secondary|Saying goodbye can bring up mixed emotions. This song provides a safe way to acknowledge and name those feelings - sad to say goodbye, excited for what comes next. Discuss with children how they feel during transitions and validate all emotions.
75|Cousin Peter|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
75|Cousin Peter|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
75|Cousin Peter|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
170|With a Tick and a Tock / My Grandfather Clock|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
170|With a Tick and a Tock / My Grandfather Clock|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
170|With a Tick and a Tock / My Grandfather Clock|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
170|With a Tick and a Tock / My Grandfather Clock|Family|11|Math & Numeracy|Count to 50 starting at any number (Gr 1)|secondary|The clock theme of this song naturally connects to telling time and counting. Children can practice counting the ticks/tocks and recognizing numbers on a clock face. Use before math time to introduce time-telling concepts.
170|With a Tick and a Tock / My Grandfather Clock|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The tick-tock rhythm of this song makes it a natural transition signal. The clock theme reinforces the concept of time passing and schedule changes. Sing when it is time to move from one subject to the next, helping children recognize the rhythm of the school day.
185|This is the way me father taught me|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
185|This is the way me father taught me|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
185|This is the way me father taught me|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
238|Mother and Father and Uncle John|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
238|Mother and Father and Uncle John|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
238|Mother and Father and Uncle John|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
241|With a Tick and a Tock / My Grandfather Clock|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
241|With a Tick and a Tock / My Grandfather Clock|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
241|With a Tick and a Tock / My Grandfather Clock|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
241|With a Tick and a Tock / My Grandfather Clock|Family|11|Math & Numeracy|Count to 50 starting at any number (Gr 1)|secondary|The clock theme of this song naturally connects to telling time and counting. Children can practice counting the ticks/tocks and recognizing numbers on a clock face. Use before math time to introduce time-telling concepts.
241|With a Tick and a Tock / My Grandfather Clock|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The tick-tock rhythm of this song makes it a natural transition signal. The clock theme reinforces the concept of time passing and schedule changes. Sing when it is time to move from one subject to the next, helping children recognize the rhythm of the school day.
414|Sweetest Little Baby|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
414|Sweetest Little Baby|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
414|Sweetest Little Baby|Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
418|Rockin' my Baby|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
418|Rockin' my Baby|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
418|Rockin' my Baby|Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
420|Edward Loves His Mommy|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
420|Edward Loves His Mommy|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
420|Edward Loves His Mommy|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
420|Edward Loves His Mommy|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This song expresses love and positive feelings within a family context, giving children vocabulary to identify and name these emotions. The family setting provides a safe framework for discussing feelings. Use during SEL circles where children share who they love and how love feels.
421|Boom Boom Baby Goes Boom Boom|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
421|Boom Boom Baby Goes Boom Boom|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
421|Boom Boom Baby Goes Boom Boom|Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
430|Trot Trot to Grandma's House|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
430|Trot Trot to Grandma's House|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
430|Trot Trot to Grandma's House|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
480|Sweetest Little Baby|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
480|Sweetest Little Baby|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
480|Sweetest Little Baby|Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
484|Rockin' my Baby|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
484|Rockin' my Baby|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
484|Rockin' my Baby|Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
486|Edward Loves His Mommy|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
486|Edward Loves His Mommy|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
486|Edward Loves His Mommy|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
486|Edward Loves His Mommy|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This song expresses love and positive feelings within a family context, giving children vocabulary to identify and name these emotions. The family setting provides a safe framework for discussing feelings. Use during SEL circles where children share who they love and how love feels.
487|Boom Boom Baby Goes Boom Boom|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
487|Boom Boom Baby Goes Boom Boom|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
487|Boom Boom Baby Goes Boom Boom|Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
496|Trot Trot to Grandma's House|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
496|Trot Trot to Grandma's House|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
496|Trot Trot to Grandma's House|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
526|Maman , Papa et Oncle Simon|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
526|Maman , Papa et Oncle Simon|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
526|Maman , Papa et Oncle Simon|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
537|Maman fait dodo|Family|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|primary|"This song about family members helps children recognize and appreciate the important people in their lives. Children learn that different families have different structures, building respect for diverse family compositions. Use during a ""families"" unit - children can share about their own family members after singing."
537|Maman fait dodo|Family|263|SEL|Working cooperatively and resolving simple conflicts (Gr 1-2)|secondary|Discussing family relationships naturally leads to conversations about getting along with others, sharing, and resolving disagreements - skills that transfer directly to classroom cooperation. Teachers can extend the song into a discussion about how family members help each other.
537|Maman fait dodo|Family|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe their own family members using relevant details, building oral descriptive language. After singing, invite children to share one thing about a family member, modeling how to describe people with specific, relevant details.
537|Maman fait dodo|Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
537|Maman fait dodo|Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
537|Maman fait dodo|Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
157|Love Grows|Family, Feelings & Emotions|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|"""Love Grows"" explicitly teaches about love as an emotion that grows and expands. Children can identify and name the feeling of love and discuss who they love. Use during SEL morning meetings to build emotional vocabulary and create a positive classroom community."
157|Love Grows|Family, Feelings & Emotions|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|The song's message about love growing everywhere helps children understand that everyone experiences and expresses love differently. Discuss different ways family members show love, building respect for diverse family dynamics and perspectives.
209|Mama's Little Baby loves Shortenin' Bread|Family, Food & Cooking|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This song expresses love and positive feelings within a family context, giving children vocabulary to identify and name these emotions. The family setting provides a safe framework for discussing feelings. Use during SEL circles where children share who they love and how love feels.
400|Mama's Sleeping|Family, Routines & Social Skills|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
400|Mama's Sleeping|Family, Routines & Social Skills|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
400|Mama's Sleeping|Family, Routines & Social Skills|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
400|Mama's Sleeping|Family, Routines & Social Skills|210|Classroom Routine|Following 2-3 step verbal directions (Gr 1-2)|primary|This song combines family themes with daily routine actions, providing natural practice in following sequential directions. Children learn the steps of a routine through song. Use during morning arrival or clean-up time to reinforce classroom procedures in a musical way.
400|Mama's Sleeping|Family, Routines & Social Skills|213|Classroom Routine|Clean-up and end-of-day routine (Gr 1-2)|secondary|The routine-oriented content of this family song can be adapted as part of the end-of-day clean-up sequence. Sing while children complete familiar closing tasks, building independence and routine-following skills in a positive, predictable way.
152|Wee Baby Moon|Family, Seasons & Weather|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
