row_num|song_id|song_name|suggested_cu|issue_type|issue_detail|relevance|rationale
154|149|Catch A Falling Star|CU#126|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Lullabies can be used as a go-to calming strategy during transitions or stress...'|secondary|Lullabies can be used as a go-to calming strategy during transitions or stress
155|149|Catch A Falling Star|CU#259|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Soothing melodies help children self-regulate and manage stress...'|secondary|Soothing melodies help children self-regulate and manage stress
157|386|Springtime Lullabye|CU#124|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Lullaby rhythm naturally supports paced breathing and calming self-regulation...'|primary|Lullaby rhythm naturally supports paced breathing and calming self-regulation
158|386|Springtime Lullabye|CU#125|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Lullabies promote body relaxation and present-moment awareness...'|primary|Lullabies promote body relaxation and present-moment awareness
159|386|Springtime Lullabye|CU#126|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Lullabies can be used as a go-to calming strategy during transitions or stress...'|secondary|Lullabies can be used as a go-to calming strategy during transitions or stress
160|386|Springtime Lullabye|CU#259|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Soothing melodies help children self-regulate and manage stress...'|secondary|Soothing melodies help children self-regulate and manage stress
161|213|My Bonnie Lies Over the Ocean|CU#124|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Lullaby rhythm naturally supports paced breathing and calming self-regulation...'|primary|Lullaby rhythm naturally supports paced breathing and calming self-regulation
162|213|My Bonnie Lies Over the Ocean|CU#125|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Lullabies promote body relaxation and present-moment awareness...'|primary|Lullabies promote body relaxation and present-moment awareness
163|213|My Bonnie Lies Over the Ocean|CU#126|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Lullabies can be used as a go-to calming strategy during transitions or stress...'|secondary|Lullabies can be used as a go-to calming strategy during transitions or stress
164|213|My Bonnie Lies Over the Ocean|CU#259|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Soothing melodies help children self-regulate and manage stress...'|secondary|Soothing melodies help children self-regulate and manage stress
166|405|See My Fingers|CU#11|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Counting fingers 1-10 builds one-to-one correspondence and number sequence...'|primary|Counting fingers 1-10 builds one-to-one correspondence and number sequence
168|187|Everybody knows I love my toes|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
169|187|Everybody knows I love my toes|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
170|350|Skin and Bones|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
171|350|Skin and Bones|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
172|350|Skin and Bones|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
175|524|J'aime la galette|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
176|524|J'aime la galette|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
178|14|All around the Kitchen|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
179|14|All around the Kitchen|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
181|398|Pat-a-cake|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
182|398|Pat-a-cake|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
185|102|Jubilee|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
186|102|Jubilee|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
187|102|Jubilee|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
190|157|Love Grows|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
191|157|Love Grows|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
193|209|Mama's Little Baby loves Shortenin' Bread|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
194|209|Mama's Little Baby loves Shortenin' Bread|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
199|163|Reaching for the Stars|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
200|163|Reaching for the Stars|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
202|181|I Think You're Wonderful|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
203|181|I Think You're Wonderful|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
205|331|I Love to Hear the Sounds|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
206|331|I Love to Hear the Sounds|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
208|476|I Love to Hear the Sounds|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
209|476|I Love to Hear the Sounds|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
211|521|I Love to Hear the Sounds|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
212|521|I Love to Hear the Sounds|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
214|153|Dreams Of Harmony|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
215|153|Dreams Of Harmony|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
217|284|I love to Hear the Sounds|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
218|284|I love to Hear the Sounds|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
219|212|May There Always Be Sunshine|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
220|212|May There Always Be Sunshine|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
222|341|Glorious Day|CU#258|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Song content directly explores and names emotional states, building emotional vo...'|primary|Song content directly explores and names emotional states, building emotional vocabulary
223|341|Glorious Day|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Emotion-themed songs encourage reflection on personal feelings and experiences...'|secondary|Emotion-themed songs encourage reflection on personal feelings and experiences
224|2|Marjorie Mutton Pie|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
225|2|Marjorie Mutton Pie|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
226|208|Mix the Bannock|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
227|208|Mix the Bannock|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
230|262|Gingerbread man|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
231|262|Gingerbread man|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
234|305|Soup|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
235|305|Soup|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
238|397|Johnny Porkpie|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
239|397|Johnny Porkpie|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
242|328|The Pie Song|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
243|328|The Pie Song|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
244|427|The Cookie Song|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
245|427|The Cookie Song|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
247|473|The Pie Song|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
248|473|The Pie Song|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
249|493|The Cookie Song|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
250|493|The Cookie Song|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
252|518|The Pie Song|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
253|518|The Pie Song|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
257|263|Plum pudding|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
258|263|Plum pudding|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
260|378|Picking Berries|CU#70|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Food-themed songs provide rich sensory vocabulary for describing tastes, texture...'|primary|Food-themed songs provide rich sensory vocabulary for describing tastes, textures, and cooking processes
261|378|Picking Berries|CU#226|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Cooking and food vocabulary builds descriptive language about ingredients and pr...'|primary|Cooking and food vocabulary builds descriptive language about ingredients and preparation
281|277|Child of God|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
282|277|Child of God|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
283|277|Child of God|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
288|279|Brightest and Best|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
289|279|Brightest and Best|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
290|279|Brightest and Best|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
291|282|Ring it in|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
292|282|Ring it in|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
293|282|Ring it in|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
294|310|The Most Glorious Day|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
295|310|The Most Glorious Day|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
296|310|The Most Glorious Day|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
309|268|Ring, ring, ring your Bells|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
310|268|Ring, ring, ring your Bells|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
311|268|Ring, ring, ring your Bells|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
315|275|How many miles to Bethlehem|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
316|275|How many miles to Bethlehem|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
317|275|How many miles to Bethlehem|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
324|281|Welcome Here|CU#127|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebration songs encourage gratitude, positive reflection, and community joy...'|primary|Celebration songs encourage gratitude, positive reflection, and community joy
325|281|Welcome Here|CU#261|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Celebrating together builds community awareness and respect for shared tradition...'|secondary|Celebrating together builds community awareness and respect for shared traditions
326|281|Welcome Here|CU#263|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Group celebrations foster cooperation, turn-taking, and shared experience...'|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
335|385|Daffy down Dilly/ 5 Yellow Daffodils|CU#11|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Counting daffodils 1-5 builds one-to-one correspondence with natural objects...'|primary|Counting daffodils 1-5 builds one-to-one correspondence with natural objects
337|453|Glory to the Mountain|CU#11|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Counting in song reinforces number sequence and group participation...'|primary|Counting in song reinforces number sequence and group participation
338|4|Johnny's Hammers|CU#11|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Counting hammer strikes builds one-to-one correspondence and number sequence...'|primary|Counting hammer strikes builds one-to-one correspondence and number sequence
348|192|One Button Two Buttons|CU#11|RATIONALE_WEAK|RATIONALE_WEAK: Generic/predictable rationale - 'Counting buttons 1-10 builds one-to-one correspondence...'|primary|Counting buttons 1-10 builds one-to-one correspondence
(127-133)|399|Here is my baby ready for her nap|CU#124, CU#125, CU#126, CU#259, CU#208, CU#213, CU#127|OVERLINKED|Song 'Here is my baby ready for her nap' (id=399) has 7 CUs (2 primary, 5 secondary) — excessive for one song||
337|453|Glory to the Mountain|CU#11|UNDERLINKED|Song 'Glory to the Mountain' (id=453) has only 1 CU mapping — consider adding more targets||
