song_id|song_name|theme|suggested_cu_id|subject|lesson_topic|relevance|teacher_rationale
195|Put one foot in front of the other|Body Parts|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|primary|Body parts song — connects to body awareness and control
195|Put one foot in front of the other|Body Parts|CU#221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|secondary|Body parts song — often sung with rhythmic movements
195|Put one foot in front of the other|Body Parts|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Body parts song — follows directions to move specific body parts
200|Here is the Sea|Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
200|Here is the Sea|Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Water/sea song — connects to Earth events
200|Here is the Sea|Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
201|Baby Shark|Animals, Family|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
201|Baby Shark|Animals, Family|CU#250|Science & Nature|Plant and Animal Structures - offspring resemble parents (Gr 1)|primary|Song about baby animals — directly connects to offspring resembling parents
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#218|Gross Motor & Movement|Locomotor skills: running, jumping, hopping, skipping (Gr 1-2)|secondary|Movement song — connects to locomotor skills
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|secondary|Movement song — connects to body control
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Movement song — connects to following movement directions
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Farm song — practice describing farm life
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Farm/bird song — connects to animal structures and survival
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#250|Science & Nature|Plant and Animal Structures - offspring resemble parents (Gr 1)|primary|Farm song — connects to farm animal families/offspring
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Farm song — connects to growing food/plants on a farm
202|Walk Through the Farmyard|Animals, Dance & Movement, Farm|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Farm song — farm as a habitat for animals and plants
203|Grampa's farm rhyme|Animals, Farm|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
203|Grampa's farm rhyme|Animals, Farm|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Farm/bird song — connects to animal structures and survival
203|Grampa's farm rhyme|Animals, Farm|CU#250|Science & Nature|Plant and Animal Structures - offspring resemble parents (Gr 1)|primary|Farm song — connects to farm animal families/offspring
203|Grampa's farm rhyme|Animals, Farm|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Farm song — connects to growing food/plants on a farm
203|Grampa's farm rhyme|Animals, Farm|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Farm song — farm as a habitat for animals and plants
204|Down on Grampa's farm |Animals, Farm|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
204|Down on Grampa's farm |Animals, Farm|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Farm/bird song — connects to animal structures and survival
204|Down on Grampa's farm |Animals, Farm|CU#250|Science & Nature|Plant and Animal Structures - offspring resemble parents (Gr 1)|primary|Farm song — connects to farm animal families/offspring
204|Down on Grampa's farm |Animals, Farm|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Farm song — connects to growing food/plants on a farm
204|Down on Grampa's farm |Animals, Farm|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Farm song — farm as a habitat for animals and plants
205|Peck, peck, peck goes the little red hen,|Animals|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
205|Peck, peck, peck goes the little red hen,|Animals|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Farm/bird song — connects to animal structures and survival
205|Peck, peck, peck goes the little red hen,|Animals|CU#252|Science & Nature|Seed Dispersal and Pollination (Gr 2)|secondary|Bee/bird song — connects to pollination and seed dispersal
206|Shoo Fly|Animals|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
206|Shoo Fly|Animals|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|primary|Small creature song — connects to habitats and biodiversity
212|May There Always Be Sunshine|Feelings & Emotions, Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
212|May There Always Be Sunshine|Feelings & Emotions, Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
212|May There Always Be Sunshine|Feelings & Emotions, Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
213|My Bonnie Lies Over the Ocean|Bedtime & Lullaby, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
213|My Bonnie Lies Over the Ocean|Bedtime & Lullaby, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Water/sea song — connects to Earth events
213|My Bonnie Lies Over the Ocean|Bedtime & Lullaby, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
214|When the day is over and the sun goes down|Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
214|When the day is over and the sun goes down|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
214|When the day is over and the sun goes down|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
215|Up and Over the Moon!|Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
215|Up and Over the Moon!|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
215|Up and Over the Moon!|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
216|You Are My Sunshine|Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
216|You Are My Sunshine|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
216|You Are My Sunshine|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
217|Mr Moon|Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
217|Mr Moon|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
217|Mr Moon|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
220|Land of Silver Birch|Nature & Plants|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|secondary|Nature song — connects to plant structures
220|Land of Silver Birch|Nature & Plants|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Nature song — connects to plant needs and growth
220|Land of Silver Birch|Nature & Plants|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Nature song — connects to habitats and biodiversity
223|Big Moon Bright Moon|Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
223|Big Moon Bright Moon|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
223|Big Moon Bright Moon|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
225|The Moon is a Pearl|Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
225|The Moon is a Pearl|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
225|The Moon is a Pearl|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
230|Ducks on the Pond|Animals, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
230|Ducks on the Pond|Animals, Water & Sea|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Animal song — connects to animal structures and their functions
230|Ducks on the Pond|Animals, Water & Sea|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Animal song — connects to where animals live (habitats)
230|Ducks on the Pond|Animals, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Water/sea song — connects to Earth events
230|Ducks on the Pond|Animals, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
231| Round and Round the Garden / Knock at the Door |Body Parts, Dance & Movement, Nature & Plants|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|primary|Body parts song — connects to body awareness and control
231| Round and Round the Garden / Knock at the Door |Body Parts, Dance & Movement, Nature & Plants|CU#221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|secondary|Body parts song — often sung with rhythmic movements
231| Round and Round the Garden / Knock at the Door |Body Parts, Dance & Movement, Nature & Plants|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Body parts song — follows directions to move specific body parts
231| Round and Round the Garden / Knock at the Door |Body Parts, Dance & Movement, Nature & Plants|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|secondary|Nature song — connects to plant structures
231| Round and Round the Garden / Knock at the Door |Body Parts, Dance & Movement, Nature & Plants|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|primary|Garden/planting song — connects to what plants need to grow
231| Round and Round the Garden / Knock at the Door |Body Parts, Dance & Movement, Nature & Plants|CU#252|Science & Nature|Seed Dispersal and Pollination (Gr 2)|secondary|Garden/planting song — connects to how plants reproduce
231| Round and Round the Garden / Knock at the Door |Body Parts, Dance & Movement, Nature & Plants|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Nature song — connects to habitats and biodiversity
232|Over in the Meadow|Nature & Plants, Numbers & Counting|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|secondary|Nature song — connects to plant structures
232|Over in the Meadow|Nature & Plants, Numbers & Counting|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Nature song — connects to plant needs and growth
232|Over in the Meadow|Nature & Plants, Numbers & Counting|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Nature song — connects to habitats and biodiversity
233|Slowly Garden Snail|Animals, Nature & Plants|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
233|Slowly Garden Snail|Animals, Nature & Plants|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|secondary|Nature song — connects to plant structures
233|Slowly Garden Snail|Animals, Nature & Plants|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|primary|Garden/planting song — connects to what plants need to grow
233|Slowly Garden Snail|Animals, Nature & Plants|CU#252|Science & Nature|Seed Dispersal and Pollination (Gr 2)|secondary|Garden/planting song — connects to how plants reproduce
233|Slowly Garden Snail|Animals, Nature & Plants|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|primary|Small creature song — connects to habitats and biodiversity
234|Sailing Sailing Over the Ocean|Transportation, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
234|Sailing Sailing Over the Ocean|Transportation, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Water/sea song — connects to Earth events
234|Sailing Sailing Over the Ocean|Transportation, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
235|The Little Mice Go Creeping|Animals, Dance & Movement|CU#218|Gross Motor & Movement|Locomotor skills: running, jumping, hopping, skipping (Gr 1-2)|primary|Animal action song — combines animal theme with gross motor movement
235|The Little Mice Go Creeping|Animals, Dance & Movement|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|secondary|Movement song — connects to body control
235|The Little Mice Go Creeping|Animals, Dance & Movement|CU#221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|Dance/movement song — connects to moving with rhythm
235|The Little Mice Go Creeping|Animals, Dance & Movement|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Movement song — connects to following movement directions
235|The Little Mice Go Creeping|Animals, Dance & Movement|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
235|The Little Mice Go Creeping|Animals, Dance & Movement|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Animal song — connects to animal structures and their functions
235|The Little Mice Go Creeping|Animals, Dance & Movement|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Animal song — connects to where animals live (habitats)
236|Zoom, Zoom, Zoom|Numbers & Counting, Transportation|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|primary|Transportation song — practice describing vehicles and travel
237|Sleeping Bunnies|Animals, Dance & Movement|CU#218|Gross Motor & Movement|Locomotor skills: running, jumping, hopping, skipping (Gr 1-2)|primary|Animal action song — combines animal theme with gross motor movement
237|Sleeping Bunnies|Animals, Dance & Movement|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|secondary|Movement song — connects to body control
237|Sleeping Bunnies|Animals, Dance & Movement|CU#221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|Dance/movement song — connects to moving with rhythm
237|Sleeping Bunnies|Animals, Dance & Movement|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Movement song — connects to following movement directions
237|Sleeping Bunnies|Animals, Dance & Movement|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
237|Sleeping Bunnies|Animals, Dance & Movement|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Animal song — connects to animal structures and their functions
237|Sleeping Bunnies|Animals, Dance & Movement|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Animal song — connects to where animals live (habitats)
239|Shoo Fly|Animals, Routines & Social Skills|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
239|Shoo Fly|Animals, Routines & Social Skills|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|primary|Small creature song — connects to habitats and biodiversity
240|I Want Someone To Buy Me A pony|Animals|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
240|I Want Someone To Buy Me A pony|Animals|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Animal song — connects to animal structures and their functions
240|I Want Someone To Buy Me A pony|Animals|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Animal song — connects to where animals live (habitats)
242|She Didn't Dance, Dance, Dance|Dance & Movement|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|secondary|Movement song — connects to body control
242|She Didn't Dance, Dance, Dance|Dance & Movement|CU#221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|Dance song — directly connects to moving to rhythm
242|She Didn't Dance, Dance, Dance|Dance & Movement|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Movement song — connects to following movement directions
243|Tumbledown Hill|Dance & Movement, Nature & Plants|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|secondary|Movement song — connects to body control
243|Tumbledown Hill|Dance & Movement, Nature & Plants|CU#221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|Dance/movement song — connects to moving with rhythm
243|Tumbledown Hill|Dance & Movement, Nature & Plants|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Movement song — connects to following movement directions
243|Tumbledown Hill|Dance & Movement, Nature & Plants|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|secondary|Nature song — connects to plant structures
243|Tumbledown Hill|Dance & Movement, Nature & Plants|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Nature song — connects to plant needs and growth
243|Tumbledown Hill|Dance & Movement, Nature & Plants|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Nature song — connects to habitats and biodiversity
243|Tumbledown Hill|Dance & Movement, Nature & Plants|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|secondary|Landscape song — connects to Earth surface processes
244|Sugar Lamb|Animals, Bedtime & Lullaby|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
244|Sugar Lamb|Animals, Bedtime & Lullaby|CU#250|Science & Nature|Plant and Animal Structures - offspring resemble parents (Gr 1)|primary|Song about baby animals — directly connects to offspring resembling parents
245|This is the Boat|Transportation, Water & Sea|CU#190|Literacy & Phonics|Identify main topic and key details of informational text (Gr 2)|secondary|Transportation song — practice identifying main ideas about vehicles
245|This is the Boat|Transportation, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
245|This is the Boat|Transportation, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Water/sea song — connects to Earth events
245|This is the Boat|Transportation, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
246|Mister Moon / The Cuckoo |Animals, Seasons & Weather|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
246|Mister Moon / The Cuckoo |Animals, Seasons & Weather|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Animal song — connects to animal structures and their functions
246|Mister Moon / The Cuckoo |Animals, Seasons & Weather|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Animal song — connects to where animals live (habitats)
246|Mister Moon / The Cuckoo |Animals, Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
246|Mister Moon / The Cuckoo |Animals, Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
246|Mister Moon / The Cuckoo |Animals, Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
247|The Moon is Round |Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
247|The Moon is Round |Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
247|The Moon is Round |Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
248|Maloney the Pony|Animals|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
248|Maloney the Pony|Animals|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Animal song — connects to animal structures and their functions
248|Maloney the Pony|Animals|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Animal song — connects to where animals live (habitats)
250|Watch the Stars See How They Run|Dance & Movement, Seasons & Weather|CU#218|Gross Motor & Movement|Locomotor skills: running, jumping, hopping, skipping (Gr 1-2)|secondary|Movement song — connects to locomotor skills
250|Watch the Stars See How They Run|Dance & Movement, Seasons & Weather|CU#219|Gross Motor & Movement|Balance and body control (static and moving) (Gr 1-2)|secondary|Movement song — connects to body control
250|Watch the Stars See How They Run|Dance & Movement, Seasons & Weather|CU#222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|Movement song — connects to following movement directions
250|Watch the Stars See How They Run|Dance & Movement, Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|primary|Seasons song — connects to seasonal patterns
250|Watch the Stars See How They Run|Dance & Movement, Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
252|I See the Moon|Seasons & Weather|CU#254|Science & Nature|Sun, Moon, and Star Patterns (Gr 1)|primary|Moon/sun/star song — directly connects to sky patterns
252|I See the Moon|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|secondary|Sun/moon song — connects to daily and seasonal sunlight changes
252|I See the Moon|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
255|Lavender's Blue |Bedtime & Lullaby, Nature & Plants|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|secondary|Nature song — connects to plant structures
255|Lavender's Blue |Bedtime & Lullaby, Nature & Plants|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Nature song — connects to plant needs and growth
255|Lavender's Blue |Bedtime & Lullaby, Nature & Plants|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Nature song — connects to habitats and biodiversity
256|The Moonman|Seasons & Weather|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|primary|Seasons song — connects to seasonal patterns
256|The Moonman|Seasons & Weather|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
257|Snow Flakes|Seasons & Weather, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
257|Snow Flakes|Seasons & Weather, Water & Sea|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|primary|Seasonal song — connects to seasonal changes in sunlight
257|Snow Flakes|Seasons & Weather, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
257|Snow Flakes|Seasons & Weather, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
258|Chubby Little Snowman|Seasons & Weather, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
258|Chubby Little Snowman|Seasons & Weather, Water & Sea|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|primary|Seasons song — connects to seasonal patterns
258|Chubby Little Snowman|Seasons & Weather, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
258|Chubby Little Snowman|Seasons & Weather, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
259|It's Going to be a Long Winter|Seasons & Weather, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
259|It's Going to be a Long Winter|Seasons & Weather, Water & Sea|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|primary|Seasonal song — connects to seasonal changes in sunlight
259|It's Going to be a Long Winter|Seasons & Weather, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
259|It's Going to be a Long Winter|Seasons & Weather, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
260|Snow On the Rooftops|Seasons & Weather, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about water/sea — practice descriptive language
260|Snow On the Rooftops|Seasons & Weather, Water & Sea|CU#255|Science & Nature|Seasonal Sunlight patterns (sunrise/sunset) (Gr 1)|primary|Seasonal song — connects to seasonal changes in sunlight
260|Snow On the Rooftops|Seasons & Weather, Water & Sea|CU#256|Science & Nature|Evidence that Earth events can occur quickly or slowly (Gr 2)|secondary|Seasons/weather song — connects to rates of Earth events
260|Snow On the Rooftops|Seasons & Weather, Water & Sea|CU#257|Science & Nature|Processes that shape the Earth - wind/water changing land (Gr 2)|primary|Water/sea song — connects to water shaping the land
261|Rum Tum Tiddle|Music & Instruments|CU#210|Routines & Transitions|Following 2-3 step verbal directions (Gr 1-2)|secondary|Instrument song — following directions to play/move instruments
261|Rum Tum Tiddle|Music & Instruments|CU#221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|secondary|Music song — connects to rhythm and steady beat
261|Rum Tum Tiddle|Music & Instruments|CU#240|Science & Nature|Sound and Vibrating Materials (Gr 1)|primary|Music/instrument song — connects to how instruments make sound
263|Plum pudding|Food & Cooking, Nature & Plants|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|secondary|Nature song — connects to plant structures
263|Plum pudding|Food & Cooking, Nature & Plants|CU#251|Science & Nature|Environmental Plant Needs (Gr 2)|secondary|Nature song — connects to plant needs and growth
263|Plum pudding|Food & Cooking, Nature & Plants|CU#253|Science & Nature|Habitats and Biodiversity (Gr 2)|secondary|Nature song — connects to habitats and biodiversity
264|Our Turkey Ran Away|Animals|CU#226|Language & Vocabulary|Describe people, places, things, events with relevant details (Gr 1)|secondary|Song about animals — practice describing animals with details
264|Our Turkey Ran Away|Animals|CU#248|Science & Nature|Plant/animal structures that help survival (Gr 1)|primary|Farm/bird song — connects to animal structures and survival
